mu,omega,alpha,beta,alpha_plus_beta,train_start,train_end,predict_start,predict_end,bar_minutes,horizon_bars,horizon_minutes,scale
0.0010017382731735411,0.00030682651004639494,0.12183673036731815,0.8561600430270537,0.9779967733943719,2025-02-01,2025-05-31 23:55:00,2025-06-01,2025-06-15 23:55:00,5,12,60,100.0
