grid_ordinal,batch_id,method,e,bh,trw,k,w,m,entry_fill_mode,entry_execution_policy,entry_slippage,speed_window_bars,baseline_sampling_policy,combo_id,strategy_id,exit_mode,speed_exit_enabled,rebound_exit_enabled,train_trade_count,train_return,train_return_excluding_gap_spanning_trades,train_avg_trade,train_max_drawdown,gap_spanning_trade_count,high_single_bar_share_ge_0p8_count,signal_single_bar_share_median,signal_single_bar_share_p95,synthetic_signal_trade_count,segment_end_exit_count,rebound_exit_count,speed_exit_count,scenario_1_qualified,scenario_2_qualified,scenario_3_qualified,qualified_scenario_count,scenario_schema_id,scenario_selection_mode,train_max_drawdown_abs,source_campaign_id,source_stage_id,source_stage_root,source_plan_fingerprint,source_stage_key,scenario_3_qualified_segment_count,scenario_3_failed_segment_ids,train_cost_adjusted_return,train_cost_adjusted_avg_trade,train_cost_adjusted_max_drawdown,train_cost_adjusted_max_drawdown_abs,round_trip_cost_bps,estimated_total_commission_quote,estimated_total_slippage_quote,estimated_total_cost_quote,cost_quote_currency,cost_model_id,estimated_total_commission_krw,estimated_total_slippage_krw,estimated_total_cost_krw,waited_entry_count,maximum_entry_wait_bars,holding_bar_distance_median,holding_bar_distance_p95,scenario_3_cost_adjusted_return_rank,scenario_3_gross_return_rank,scenario_3_total_return_rank,scenario_3_diagnostic_rank,e_family,bh_family
70,batch_00009,rolling_tr_sum,112,456,4,0.95,40,1.0,calculated_threshold,wait_next_real_trade,0.0,320,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s320_rx1_e112_bh456_trw4_k0p95_w40_m1_1e509a51f4,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,1043,0.4762388717369323,-0.0517472933080436,0.0003971064872322,-0.0940258553124788,52,95,0.4705882352941176,0.9514824797843632,295,1,1025,17,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0940258553124788,v4_4_positive_entry_signal_repair_20260805,continuation_round_15_dual_purpose_broad_and_single_axis_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_15_dual_purpose_broad_and_single_axis_all_window,9b49f80e28972524a859332a57b35a5912a9302ede9ada7770a045f8e3d40920,v4_4_positive_entry_signal_repair_20260805::continuation_round_15_dual_purpose_broad_and_single_axis_all_window,1,market_01|market_03,0.0175013248481223,4.024012778532279e-05,-0.1586941023815076,0.1586941023815076,3.568663594470046,9053448.6,11542881.0,20596329.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,9053448.6,11542881.0,20596329.6,6,1,19.0,348.79999999999995,,,,7091.0,,
4366,batch_00364,rolling_tr_sum,340,240,12,1.25,6,4.5,calculated_threshold,wait_next_real_trade,0.0,395,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s395_rx1_e340_bh240_trw12_k1p25_w6_m4p5_266c72abcc,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,114,0.7961673592570837,0.0138174056232676,0.005390304417819,-0.1476553943589124,36,3,0.204711087975014,0.5017326732672944,64,1,36,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1476553943589124,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7248917300951034,0.005033438058372,-0.154673045627169,0.154673045627169,3.568663594470046,989542.8,1261638.0,2251180.8000000003,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,989542.8,1261638.0,2251180.8000000003,1,1,605.0,1600.7999999999995,,,,9687.0,4.0,3.0
2374,batch_00198,rolling_tr_sum,320,174,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e320_bh174_trw11_k1p4_w6_m4p5_fb7662102b,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.8404579972988782,0.0311057367563607,0.0056485554526185,-0.1450913202368795,34,3,0.2058823529411764,0.4700515995872073,67,1,35,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1450913202368795,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7680714935294539,0.0052916890931715,-0.1518264949953285,0.1518264949953285,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,1,1,573.0,1578.0,,,,9526.0,,
3,batch_00001,rolling_tr_sum,96,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,202,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s202_rx1_e96_bh612_trw24_k1p6_w16_m2_202a6483fa,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,25,0.2873265241295322,0.1987159247488554,0.0103932396992946,-0.0217884886700496,4,1,0.1893764434180108,0.4703583061888854,13,0,6,19,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0217884886700496,v4_4_positive_entry_signal_repair_20260805,continuation_round_43_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_43_ai_adaptive_grid_all_window,9befd6d2c0962706e5670d61635ff806aa956121df677defc2bd3090956dbc53,v4_4_positive_entry_signal_repair_20260805::continuation_round_43_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.2760023402927773,0.0100363733398476,-0.0238888771394853,0.0238888771394853,3.568663594470046,217005.00000000003,276675.0,493680.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,217005.00000000003,276675.0,493680.0,0,0,336.0,840.5999999999996,,,,10818.0,,
218,batch_00028,rolling_tr_sum,400,240,22,1.0,6,4.5,calculated_threshold,wait_next_real_trade,0.0,330,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s330_rx1_e400_bh240_trw22_k1_w6_m4p5_634485accc,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,91,0.5952599016490452,0.0904747014155085,0.005332435365718,-0.1032122819023357,26,2,0.181069958847739,0.4760036917397392,55,0,26,65,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1032122819023357,v4_4_positive_entry_signal_repair_20260805,continuation_round_14_large_multiblock_exploration_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_14_large_multiblock_exploration_all_window,821622055bbb47e9ed99b0415eac2b2465537466e000dc98c320ab3e7d6a9572,v4_4_positive_entry_signal_repair_20260805::continuation_round_14_large_multiblock_exploration_all_window,2,market_03,0.5445250091909488,0.004975569006271,-0.1080687105897003,0.1080687105897003,3.568663594470046,789898.2000000001,1007097.0,1796995.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,789898.2000000001,1007097.0,1796995.2,0,0,519.0,1401.0,,,,53.0,,
97,batch_00013,rolling_tr_sum,72,132,14,2.2,14,0.8,calculated_threshold,wait_next_real_trade,0.0,900,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s900_rx1_e72_bh132_trw14_k2p2_w14_m0p8_5a1d131162,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,59,0.091157645076195,0.0673627197638826,0.0014959794153934,-0.0140383454899167,2,7,0.2952029520295213,1.0,36,0,59,0,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0140383454899167,v4_4_positive_entry_signal_repair_20260805,continuation_round_71_ai_generated_leap_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_71_ai_generated_leap_all_window,80781089d12019caf2820f2c65fa6c15be62fc6d814830884a31e4a30788d449,v4_4_positive_entry_signal_repair_20260805::continuation_round_71_ai_generated_leap_all_window,0,market_01|market_02|market_03,0.0684522446354858,0.0011391130559464,-0.0154499986033264,0.0154499986033264,3.568663594470046,512131.8000000001,652953.0,1165084.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,512131.8000000001,652953.0,1165084.8,1,53,29.0,281.4999999999999,,,,15972.0,,
4602,batch_00384,rolling_tr_sum,576,171,10,1.54,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e576_bh171_trw10_k1p54_w6_m4p5_4923fec508,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.8404560300526929,0.0217537999871528,0.0056449762092641,-0.1380118877732858,35,3,0.2046511627907019,0.5385356454720704,69,1,38,74,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1380118877732858,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7680698534677075,0.0052881098498171,-0.1448002940847308,0.1448002940847308,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,3,2,579.0,1578.0,,,,9527.0,,
373,batch_00047,rolling_tr_sum,520,228,9,0.8,64,0.5,calculated_threshold,wait_next_real_trade,0.0,1080,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s1080_rx1_e520_bh228_trw9_k0p8_w64_m0p5_fd4e49892d,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,1026,0.4475743210731797,0.2000494621040549,0.0003709618660633,-0.0707660704873561,21,66,0.3475972540045559,0.8913309487951773,476,1,1025,0,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0707660704873561,v4_4_positive_entry_signal_repair_20260805,continuation_round_96_ai_generated_leap_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_96_ai_generated_leap_all_window,23132bb6a7e74c4bbc7f8f9d4e6abea22d610ea6b27a52b9850f3a2261347ef0,v4_4_positive_entry_signal_repair_20260805::continuation_round_96_ai_generated_leap_all_window,0,market_01|market_02|market_03,0.0038145770214592,1.4095506616323038e-05,-0.133141847202007,0.133141847202007,3.568663594470046,8905885.200000001,11354742.0,20260627.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,8905885.200000001,11354742.0,20260627.2,10,10,15.0,140.0,,,,21673.0,,
23,batch_00003,rolling_tr_sum,972,171,12,1.26,7,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e972_bh171_trw12_k1p26_w7_m4p5_7990b8ae57,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,105,0.7774821012370614,0.0002576673975231,0.0057329785667357,-0.1452343797315475,36,4,0.2043795620437784,0.5888433141920394,59,1,33,71,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1452343797315475,v4_4_positive_entry_signal_repair_20260805,continuation_round_106_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_106_ai_adaptive_grid_all_window,1490931a74a030be1ea2dc27e5ba8015d04571fd798890495f12c2a1c450ae8a,v4_4_positive_entry_signal_repair_20260805::continuation_round_106_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.7124348978516672,0.0053761122072887,-0.1516657384096054,0.1516657384096054,3.568663594470046,911421.0,1162035.0,2073456.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,911421.0,1162035.0,2073456.0,1,1,613.0,1571.0,,,,9708.0,7.0,2.0
2035,batch_00170,rolling_tr_sum,320,167,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,390,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s390_rx1_e320_bh167_trw11_k1p4_w6_m4p5_3573847fcb,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,115,0.841578983758487,0.0249569826963211,0.0055544746675492,-0.1442232467347312,35,3,0.2093023255814187,0.5223322021116104,70,1,37,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1442232467347312,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7678863827845264,0.0051976083081022,-0.1509649374021147,0.1509649374021147,3.568663594470046,998223.0,1272705.0,2270928.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,998223.0,1272705.0,2270928.0,1,1,565.0,1579.5,,,,9528.0,,
4,batch_00001,rolling_tr_sum,96,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,188,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s188_rx1_e96_bh612_trw24_k1p6_w16_m2_c7b2024ccb,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,25,0.2869269024010477,0.1984710707864247,0.0103812597988491,-0.0195286179292724,4,1,0.1893764434180108,0.4703583061888854,13,0,6,19,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0195286179292724,v4_4_positive_entry_signal_repair_20260805,continuation_round_55_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_55_ai_adaptive_grid_all_window,662e9249be28dd21108d0ca347ba339dca804b654c910c020fd22334d914fb1b,v4_4_positive_entry_signal_repair_20260805::continuation_round_55_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.2756060855576936,0.0100243934394021,-0.0216330492524354,0.0216330492524354,3.568663594470046,217005.00000000003,276675.0,493680.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,217005.00000000003,276675.0,493680.0,0,0,318.0,821.9999999999995,,,,10821.0,,
3419,batch_00285,rolling_tr_sum,320,240,20,1.1,6,4.5,calculated_threshold,wait_next_real_trade,0.0,333,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s333_rx1_e320_bh240_trw20_k1p1_w6_m4p5_305dcc7eb9,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,89,0.5923764811355414,0.0820748217783542,0.0054315394293111,-0.1017932187616897,26,2,0.1830985915492887,0.4802953391785959,54,0,25,64,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1017932187616897,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,2,market_03,0.5428332850719395,0.0050746730698641,-0.1066242194282675,0.1066242194282675,3.568663594470046,772537.8,984963.0,1757500.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,772537.8,984963.0,1757500.8,0,0,545.0,1430.599999999999,,,,54.0,,
199,batch_00025,rolling_tr_sum,216,72,48,0.6,14,0.8,calculated_threshold,wait_next_real_trade,0.0,350,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s350_rx1_e216_bh72_trw48_k0p6_w14_m0p8_189c14f744,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,116,0.2139263341269561,0.1011631686425209,0.0016933465748065,-0.0100245740073936,4,10,0.1940968601552596,0.9825581395349005,82,0,116,0,True,False,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0100245740073936,v4_4_positive_entry_signal_repair_20260805,continuation_round_56_ai_generated_leap_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_56_ai_generated_leap_all_window,0f15ac4f9cf97d1a80795fd68e5a4c894c77a71fda3b47218fcb6dff0d707d0e,v4_4_positive_entry_signal_repair_20260805::continuation_round_56_ai_generated_leap_all_window,1,market_02|market_03,0.1647709128185908,0.0013364802153595,-0.0155577481444759,0.0155577481444759,3.568663594470046,1006903.2,1283772.0,2290675.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1006903.2,1283772.0,2290675.2,4,6,29.5,237.0,,,,4104.0,,
2403,batch_00201,rolling_tr_sum,320,178,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,392,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s392_rx1_e320_bh178_trw11_k1p4_w6_m4p5_7673fba4c2,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,112,0.8394372064317386,0.0241040777120029,0.0056954283850827,-0.1435708187401446,34,3,0.2061157796451667,0.4709133126935018,66,1,34,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1435708187401446,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7677212579532469,0.0053385620256357,-0.1503174077161366,0.1503174077161366,3.568663594470046,972182.4,1239504.0,2211686.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,972182.4,1239504.0,2211686.4,1,1,586.0,1582.25,,,,9529.0,,
345,batch_00044,rolling_tr_sum,450,300,5,1.2,24,0.8,calculated_threshold,wait_next_real_trade,0.0,120,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s120_rx1_e450_bh300_trw5_k1p2_w24_m0p8_01906cf130,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,1025,0.4872031206203873,0.2774033447862531,0.0003999951847803,-0.087549601807635,28,71,0.3795620437956122,0.886090909090909,420,1,998,26,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.087549601807635,v4_4_positive_entry_signal_repair_20260805,continuation_round_92_ai_generated_leap_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_92_ai_generated_leap_all_window,b5c64de8cd479417470a9287877c8240a7fb4a9564e8cf09e9c3df6584327545,v4_4_positive_entry_signal_repair_20260805::continuation_round_92_ai_generated_leap_all_window,0,market_01|market_02|market_03,0.0316722500750221,4.312882533333197e-05,-0.1254306634063986,0.1254306634063986,3.568663594470046,8897205.0,11343675.0,20240880.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,8897205.0,11343675.0,20240880.0,8,8,26.0,180.79999999999995,,,,18572.0,,
2876,batch_00240,rolling_tr_sum,320,240,12,1.25,6,4.75,calculated_threshold,wait_next_real_trade,0.0,395,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s395_rx1_e320_bh240_trw12_k1p25_w6_m4p75_45ccc08d97,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.7806705244667109,0.0117637811638457,0.0053615887221651,-0.154008361301991,37,3,0.2058823529411764,0.4902154921374447,64,1,33,79,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.154008361301991,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7106149890794808,0.0050047223627181,-0.160975978430927,0.160975978430927,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,1,1,616.0,1602.1999999999998,,,,9714.0,4.0,3.0
2384,batch_00199,rolling_tr_sum,320,175,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e320_bh175_trw11_k1p4_w6_m4p5_2977742229,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.8398852512728248,0.03062369768499,0.0056457522654175,-0.1449904431789873,34,3,0.2058823529411764,0.4700515995872073,67,1,35,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1449904431789873,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7675210813281366,0.0052888859059705,-0.1517263748935133,0.1517263748935133,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,1,1,573.0,1578.0,,,,9530.0,,
4,batch_00001,rolling_tr_sum,144,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,308,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s308_rx1_e144_bh612_trw24_k1p6_w16_m2_0a064d6964,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,32,0.3797098816172566,0.1021938971665883,0.010348383070232,-0.0393403221515897,7,1,0.1889410952722269,0.4328947368420853,18,0,16,16,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0393403221515897,v4_4_positive_entry_signal_repair_20260805,continuation_round_19_ai_known_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_19_ai_known_grid_all_window,fedd7ee587d2cb819700591b3c5e84e9c78fcce8a085cae134b8a148dfdd8a3b,v4_4_positive_entry_signal_repair_20260805::continuation_round_19_ai_known_grid_all_window,0,market_01|market_02|market_03,0.3641931710685899,0.009991516710785,-0.04209330452438,0.04209330452438,3.568663594470046,277766.4,354144.0,631910.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,277766.4,354144.0,631910.4,0,0,393.5,1809.2999999999995,,,,10286.0,,
